,Neighborhood,Census.Tract,Homeowner.age.building.years,Pb.ppm,Pred.µg.dL.,P.PbB.3.5,P.PbB.5,P.PbB.6,P.PbB.10,Age.25m.years,Community.Area
897,,100500,NA,67,1.55,4.175,0.639,0.2,0.004,64,NORWOOD PARK
898,,100500,NA,59.5,1.5,3.536,0.514,0.157,0.003,52,NORWOOD PARK
899,,100600,NA,296,3.16,41.401,16.45,8.628,0.713,10,NORWOOD PARK
900,,100600,NA,125.5,1.97,11.154,2.401,0.901,0.028,NA,NORWOOD PARK
901,,100600,NA,67,1.55,4.175,0.639,0.2,0.004,93,NORWOOD PARK
902,,110200,NA,279.5,3.05,38.438,14.62,7.482,0.574,NA,JEFFERSON PARK
903,,110100,NA,195,2.47,22.801,6.625,2.923,0.145,94,JEFFERSON PARK
904,,120300,NA,342,3.47,49.254,21.841,12.191,1.215,71,FOREST GLEN
905,,120300,NA,81.5,1.66,5.582,0.939,0.309,0.007,NA,FOREST GLEN
906,,130100,NA,133.5,2.03,12.35,2.765,1.06,0.035,NA,NORTH PARK
907,,130300,NA,342.5,3.47,49.336,21.901,12.232,1.221,NA,NORTH PARK
908,,20701,NA,57.5,1.48,3.376,0.484,0.147,0.002,NA,WEST RIDGE
909,,20801,NA,242,2.79,31.521,10.749,5.177,0.332,NA,WEST RIDGE
910,,20801,NA,270.5,2.99,36.797,13.652,6.89,0.507,NA,WEST RIDGE
911,,40100,NA,268.5,2.97,36.431,13.44,6.762,0.493,NA,LINCOLN SQUARE
912,,30500,NA,853.5,6.63,91.319,72.635,58.469,19.134,NA,EDGEWATER
913,,30101,NA,261.5,2.93,35.142,12.707,6.322,0.446,NA,EDGEWATER
914,,30101,NA,165.5,2.26,17.562,4.541,1.881,0.077,NA,EDGEWATER
915,,10503,NA,136,2.05,12.734,2.885,1.113,0.037,NA,ROGERS PARK
916,,10600,NA,423,4,61.245,31.805,19.46,2.571,115,ROGERS PARK
917,,830600,NA,313.5,3.28,44.466,18.458,9.923,0.883,104,ROGERS PARK
918,,20500,NA,78.5,1.64,5.273,0.871,0.284,0.006,NA,WEST RIDGE
919,,20602,NA,698.5,5.72,85.237,61.324,46.012,11.762,91,WEST RIDGE
920,,20602,NA,150.5,2.15,15.042,3.645,1.458,0.054,94,WEST RIDGE
921,,20601,NA,173,2.31,18.863,5.031,2.119,0.091,63,WEST RIDGE
922,,20301,NA,409.5,3.91,59.422,30.137,18.184,2.301,65,WEST RIDGE
923,,20302,NA,116.5,1.91,9.87,2.029,0.743,0.021,NA,WEST RIDGE
924,,10701,NA,75,1.61,4.923,0.795,0.256,0.005,64,ROGERS PARK
925,,10702,NA,210.5,2.57,25.652,7.883,3.586,0.194,NA,ROGERS PARK
926,,10501,NA,690.5,5.68,84.819,60.636,45.301,11.412,NA,ROGERS PARK
927,,10400,NA,150,2.15,14.961,3.617,1.445,0.053,NA,ROGERS PARK
928,,10400,NA,249.5,2.84,32.918,11.487,5.603,0.373,NA,ROGERS PARK
929,,10202,NA,304,3.21,42.813,17.36,9.21,0.787,54,ROGERS PARK
930,,10202,NA,188,2.42,21.532,6.093,2.65,0.126,NA,ROGERS PARK
931,,10201,NA,482,4.38,68.399,38.975,25.21,3.965,94,ROGERS PARK
932,,20200,NA,381,3.73,55.34,26.611,15.564,1.789,38,WEST RIDGE
933,,20200,NA,143,2.1,13.831,3.239,1.272,0.045,67,WEST RIDGE
934,,20200,NA,85.5,1.69,6.011,1.037,0.346,0.008,65,WEST RIDGE
935,,30300,NA,515,4.59,71.851,42.839,28.489,4.894,105,EDGEWATER
936,,20802,NA,434,4.07,62.679,33.159,20.513,2.805,92,WEST RIDGE
937,,120300,NA,122.5,1.95,10.719,2.272,0.846,0.026,57,FOREST GLEN
938,,100200,NA,94,1.75,6.975,1.266,0.434,0.01,110,NORWOOD PARK
939,,100300,NA,95,1.75,7.094,1.295,0.445,0.011,NA,NORWOOD PARK
940,,100300,NA,196.5,2.48,23.075,6.742,2.984,0.149,67,NORWOOD PARK
941,,100400,NA,100.5,1.79,7.762,1.462,0.511,0.013,70,NORWOOD PARK
942,,100300,NA,86.5,1.69,6.12,1.062,0.356,0.008,60,NORWOOD PARK
943,,100300,NA,178,2.35,19.744,5.373,2.288,0.102,NA,NORWOOD PARK
944,,100300,NA,205.5,2.54,24.728,7.466,3.363,0.177,NA,NORWOOD PARK
945,,100300,NA,115,1.9,9.662,1.97,0.719,0.02,NA,NORWOOD PARK
946,,31400,NA,275,3.02,37.62,14.133,7.183,0.54,NA,UPTOWN
947,,31400,NA,391.5,3.8,56.88,27.909,16.516,1.968,NA,UPTOWN
948,,32100,NA,687.5,5.66,84.66,60.375,45.032,11.281,110,UPTOWN
949,,60100,NA,240,2.78,31.148,10.555,5.066,0.321,NA,LAKE VIEW
950,,60300,NA,382,3.73,55.489,26.735,15.654,1.806,126,LAKE VIEW
951,,50200,NA,680.5,5.62,84.28,59.76,44.403,10.979,115,NORTH CENTER
952,,50200,NA,198.5,2.49,23.441,6.9,3.066,0.155,NA,NORTH CENTER
953,,50300,NA,280.5,3.06,38.62,14.729,7.55,0.582,NA,NORTH CENTER
954,,160602,NA,230,2.71,29.282,9.611,4.533,0.273,95,IRVING PARK
955,,160601,NA,312,3.27,44.207,18.284,9.809,0.867,92,IRVING PARK
956,,160501,NA,306.5,3.23,43.25,17.648,9.395,0.812,NA,IRVING PARK
957,,160300,NA,274,3.01,37.437,14.026,7.118,0.533,NA,IRVING PARK
958,,160200,NA,236,2.75,30.402,10.173,4.849,0.301,122,IRVING PARK
959,,831700,NA,143.5,2.1,13.911,3.265,1.284,0.045,NA,PORTAGE PARK
960,,150200,NA,205,2.54,24.635,7.424,3.342,0.175,102,PORTAGE PARK
961,,150300,NA,182.5,2.38,20.544,5.691,2.447,0.112,108,PORTAGE PARK
962,,150300,NA,306,3.23,43.163,17.59,9.358,0.807,94,PORTAGE PARK
963,,150402,NA,150,2.15,14.961,3.617,1.445,0.053,68,PORTAGE PARK
964,,150502,NA,211.5,2.58,25.837,7.968,3.631,0.198,93,PORTAGE PARK
965,,150502,NA,158.5,2.21,16.371,4.109,1.675,0.066,74,PORTAGE PARK
966,,170100,NA,73,1.6,4.73,0.754,0.241,0.005,NA,DUNNING
967,,170100,NA,103,1.81,8.076,1.543,0.544,0.014,NA,DUNNING
968,,810600,NA,57,1.48,3.337,0.477,0.144,0.002,54,NA
969,,150501,NA,152,2.16,15.289,3.729,1.497,0.056,NA,PORTAGE PARK
970,,150501,NA,154.5,2.18,15.702,3.873,1.564,0.06,62,PORTAGE PARK
971,,150401,NA,113,1.88,9.389,1.894,0.687,0.019,90,PORTAGE PARK
972,,150300,NA,204,2.53,24.451,7.343,3.298,0.172,NA,PORTAGE PARK
973,,150300,NA,177.5,2.34,19.655,5.339,2.271,0.101,104,PORTAGE PARK
974,,150200,NA,224.5,2.67,28.255,9.108,4.253,0.249,105,PORTAGE PARK
975,,150200,NA,122,1.95,10.647,2.251,0.837,0.025,NA,PORTAGE PARK
976,,160100,NA,689,5.67,84.74,60.506,45.167,11.346,65,IRVING PARK
977,,150200,NA,103,1.81,8.076,1.543,0.544,0.014,NA,PORTAGE PARK
978,,150300,NA,401.5,3.86,58.308,29.147,17.437,2.149,NA,PORTAGE PARK
979,,150700,NA,208,2.56,25.189,7.673,3.474,0.185,95,PORTAGE PARK
980,,170200,NA,78.5,1.64,5.273,0.871,0.284,0.006,NA,DUNNING
981,,170200,NA,285,3.09,39.433,15.223,7.856,0.618,105,DUNNING
982,,170300,NA,207,2.55,25.004,7.59,3.429,0.182,93,DUNNING
983,,170300,NA,193,2.45,22.437,6.471,2.844,0.139,69,DUNNING
984,,170400,NA,137,2.06,12.888,2.934,1.135,0.038,76,DUNNING
985,,170400,NA,215.5,2.61,26.579,8.311,3.817,0.212,68,DUNNING
986,,170500,NA,79,1.64,5.324,0.882,0.288,0.006,NA,DUNNING
987,,170500,NA,90,1.72,6.512,1.154,0.391,0.009,66,DUNNING
988,,170600,NA,189,2.42,21.712,6.168,2.688,0.128,70,DUNNING
989,,170700,NA,126,1.98,11.228,2.423,0.911,0.028,59,DUNNING
990,,170800,NA,812,6.39,90.013,69.967,55.39,17.072,52,DUNNING
991,,171000,NA,96.5,1.77,7.273,1.339,0.463,0.011,68,DUNNING
992,,171000,NA,181.5,2.37,20.366,5.62,2.411,0.11,76,DUNNING
993,,171000,NA,141.5,2.09,13.593,3.161,1.237,0.043,NA,DUNNING
994,,171000,NA,81,1.65,5.53,0.928,0.305,0.006,NA,DUNNING
995,,171100,NA,82.5,1.66,5.688,0.963,0.318,0.007,68,DUNNING
996,,151200,NA,85,1.68,5.956,1.024,0.341,0.007,64,PORTAGE PARK
997,,151100,NA,88.5,1.71,6.343,1.114,0.375,0.008,92,PORTAGE PARK
998,,151100,NA,142,2.09,13.672,3.187,1.248,0.044,92,PORTAGE PARK
999,,151001,NA,156.5,2.19,16.036,3.99,1.619,0.063,71,PORTAGE PARK
1000,,151100,NA,125.5,1.97,11.154,2.401,0.901,0.028,110,PORTAGE PARK
1001,,151001,NA,195,2.47,22.801,6.625,2.923,0.145,97,PORTAGE PARK
1002,,151002,NA,501,4.5,70.432,41.216,27.096,4.487,105,PORTAGE PARK
1003,,161200,NA,227,2.69,28.722,9.335,4.379,0.259,NA,IRVING PARK
1004,,161200,NA,186,2.4,21.171,5.946,2.575,0.121,104,IRVING PARK
1005,,161300,NA,140.5,2.08,13.435,3.11,1.213,0.042,125,IRVING PARK
1006,,831100,NA,499,4.49,70.224,40.982,26.897,4.43,11,AVONDALE
1007,,831100,NA,241.5,2.79,31.428,10.7,5.149,0.329,91,AVONDALE
1008,,210100,NA,371.5,3.67,53.91,25.44,14.718,1.636,124,AVONDALE
1009,,210100,NA,192.5,2.45,22.346,6.433,2.824,0.138,72,AVONDALE
1010,,210800,NA,278,3.04,38.166,14.457,7.382,0.563,120,AVONDALE
1011,,210602,NA,383.5,3.74,55.711,26.92,15.789,1.831,NA,AVONDALE
1012,,210502,NA,361.5,3.6,52.368,24.212,13.843,1.484,112,AVONDALE
1013,,210400,NA,104.5,1.82,8.267,1.593,0.564,0.015,97,AVONDALE
1014,,200100,NA,331,3.4,47.438,20.521,11.294,1.078,92,HERMOSA
1015,,200100,NA,251.5,2.86,33.29,11.687,5.72,0.384,61,HERMOSA
1016,,190900,NA,327,3.37,46.767,20.046,10.974,1.031,NA,BELMONT CRAGIN
1017,,190800,NA,476.5,4.35,67.787,38.319,24.666,3.821,97,BELMONT CRAGIN
1018,,190701,NA,255.5,2.88,34.032,12.091,5.957,0.408,62,BELMONT CRAGIN
1019,,190701,NA,317,3.3,45.068,18.867,10.191,0.92,NA,BELMONT CRAGIN
1020,,190602,NA,202,2.51,24.083,7.18,3.213,0.166,65,BELMONT CRAGIN
1021,,190601,NA,372,3.67,53.986,25.501,14.762,1.644,94,BELMONT CRAGIN
1022,,190601,NA,116.5,1.91,9.87,2.029,0.743,0.021,105,BELMONT CRAGIN
1023,,831600,NA,238,2.76,30.775,10.363,4.957,0.311,93,MONTCLARE
1024,,831600,NA,220,2.64,27.417,8.705,4.031,0.23,95,MONTCLARE
1025,,831600,NA,227,2.69,28.722,9.335,4.379,0.259,NA,MONTCLARE
1026,,250500,NA,121,1.94,10.504,2.21,0.819,0.024,NA,AUSTIN
1027,,831600,NA,85.5,1.69,6.011,1.037,0.346,0.008,42,MONTCLARE
1028,,831600,NA,279,3.04,38.348,14.566,7.449,0.57,82,MONTCLARE
1029,,831500,NA,162,2.23,16.963,4.322,1.776,0.071,143,BELMONT CRAGIN
1030,,191301,NA,161.5,2.23,16.878,4.291,1.761,0.07,62,BELMONT CRAGIN
1031,,191302,NA,346,3.5,49.904,22.324,12.524,1.267,106,BELMONT CRAGIN
1032,,191302,NA,460,4.24,65.884,36.333,23.041,3.405,102,BELMONT CRAGIN
1033,,191200,NA,319.5,3.32,45.496,19.16,10.385,0.947,98,BELMONT CRAGIN
1034,,191100,NA,335,3.42,48.103,20.999,11.617,1.127,115,BELMONT CRAGIN
1035,,191000,NA,376.5,3.7,54.667,26.056,15.161,1.716,94,BELMONT CRAGIN
1036,,200300,NA,320.5,3.33,45.667,19.278,10.463,0.958,103,HERMOSA
1037,,200300,NA,380.5,3.72,55.266,26.549,15.519,1.781,NA,HERMOSA
1038,,220902,NA,345,3.49,49.742,22.203,12.44,1.254,101,LOGAN SQUARE
1039,,220902,NA,392,3.8,56.953,27.971,16.562,1.977,124,LOGAN SQUARE
1040,,221100,NA,332.5,3.41,47.688,20.7,11.414,1.096,NA,LOGAN SQUARE
1041,,160800,NA,268.5,2.97,36.431,13.44,6.762,0.493,NA,IRVING PARK
1042,,120200,NA,215.5,2.61,26.579,8.311,3.817,0.212,71,FOREST GLEN
1043,,120200,NA,101,1.8,7.824,1.478,0.518,0.013,13,FOREST GLEN
1044,,120100,NA,197,2.48,23.166,6.782,3.004,0.15,NA,FOREST GLEN
1045,,120100,NA,231.5,2.72,29.562,9.75,4.611,0.28,66,FOREST GLEN
1046,,808100,NA,78.5,1.64,5.273,0.871,0.284,0.006,NA,NA
1047,,808100,NA,51.5,1.44,2.923,0.401,0.119,0.002,NA,NA
1048,,120100,NA,125.5,1.97,11.154,2.401,0.901,0.028,69,FOREST GLEN
1049,,808100,NA,120,1.93,10.361,2.169,0.802,0.024,NA,NA
1050,,120100,NA,120,1.93,10.361,2.169,0.802,0.024,67,FOREST GLEN
1051,,120100,NA,45.5,1.39,2.509,0.329,0.095,0.001,69,FOREST GLEN
1052,,100200,NA,247.5,2.83,32.546,11.288,5.488,0.361,NA,NORWOOD PARK
1053,,100200,NA,155,2.18,15.785,3.902,1.577,0.06,72,NORWOOD PARK
1054,,90200,NA,115.5,1.9,9.731,1.99,0.727,0.021,89,EDISON PARK
1055,,90300,NA,134,2.03,12.427,2.789,1.07,0.035,102,EDISON PARK
1056,,805600,NA,128.5,2,11.597,2.534,0.959,0.03,90,NA
1057,,90200,NA,202.5,2.52,24.175,7.22,3.234,0.167,130,EDISON PARK
1058,,90100,NA,272.5,3,37.163,13.865,7.02,0.522,105,EDISON PARK
1059,,90100,NA,200.5,2.5,23.807,7.059,3.149,0.161,78,EDISON PARK
1060,,90100,NA,87,1.7,6.175,1.075,0.36,0.008,1,EDISON PARK
1061,,90200,NA,108,1.85,8.721,1.713,0.612,0.016,NA,EDISON PARK
1062,,90200,NA,139.5,2.07,13.278,3.059,1.191,0.041,93,EDISON PARK
1063,,90200,NA,83.5,1.67,5.794,0.987,0.327,0.007,NA,EDISON PARK
1064,,250500,NA,145.5,2.12,14.231,3.371,1.332,0.048,NA,AUSTIN
1065,,250500,NA,168,2.28,17.993,4.701,1.958,0.082,71,AUSTIN
1066,,250500,NA,222.5,2.66,27.882,8.928,4.154,0.24,NA,AUSTIN
1067,,250400,NA,138,2.06,13.044,2.984,1.157,0.039,19,AUSTIN
1068,,250400,NA,289.5,3.12,40.242,15.721,8.168,0.656,97,AUSTIN
1069,,250300,NA,370.5,3.66,53.758,25.317,14.629,1.62,92,AUSTIN
1070,,250200,NA,210,2.57,25.559,7.841,3.563,0.192,102,AUSTIN
1071,,250200,NA,218,2.63,27.044,8.529,3.935,0.222,96,AUSTIN
1072,,230500,NA,57.5,1.48,3.376,0.484,0.147,0.002,NA,HUMBOLDT PARK
1073,,831200,NA,1050.5,7.74,95.43,82.359,70.582,29.266,NA,HERMOSA
1074,,222900,NA,190.5,2.43,21.984,6.281,2.746,0.132,10,LOGAN SQUARE
1075,,222800,NA,609.5,5.18,79.827,53.052,37.777,8.103,NA,LOGAN SQUARE
1076,,222700,NA,468.5,4.3,66.877,37.359,23.877,3.616,10,LOGAN SQUARE
1077,,222600,NA,259.5,2.91,34.773,12.5,6.199,0.433,NA,LOGAN SQUARE
1078,,832400,NA,408,3.91,59.215,29.951,18.043,2.272,19,LOGAN SQUARE
1079,,832400,NA,251.5,2.86,33.29,11.687,5.72,0.384,12,LOGAN SQUARE
1080,,222200,NA,123.5,1.96,10.863,2.315,0.864,0.026,128,LOGAN SQUARE
1081,,831000,NA,568.5,4.93,76.687,48.792,33.79,6.615,22,LOGAN SQUARE
1082,,832300,NA,531,4.69,73.391,44.663,30.08,5.381,7,LOGAN SQUARE
1083,,241100,NA,281.5,3.06,38.801,14.838,7.617,0.59,NA,WEST TOWN
1084,,241000,NA,650,5.43,82.506,56.984,41.607,9.701,1,WEST TOWN
1085,,240900,NA,223.5,2.66,28.069,9.018,4.203,0.244,NA,WEST TOWN
1086,,230900,NA,205.5,2.54,24.728,7.466,3.363,0.177,130,HUMBOLDT PARK
1087,,230600,NA,299.5,3.18,42.021,16.847,8.881,0.745,103,HUMBOLDT PARK
1088,,230600,NA,400,3.85,58.096,28.961,17.298,2.121,NA,HUMBOLDT PARK
1089,,250800,NA,146,2.12,14.311,3.398,1.344,0.048,NA,AUSTIN
1090,,250800,NA,460.5,4.25,65.943,36.393,23.09,3.417,93,AUSTIN
1091,,250700,NA,299.5,3.18,42.021,16.847,8.881,0.745,95,AUSTIN
1092,,250700,NA,259,2.91,34.68,12.449,6.169,0.43,NA,AUSTIN
1093,,250600,NA,497,4.48,70.015,40.747,26.698,4.374,99,AUSTIN
1094,,812100,NA,246.5,2.82,32.36,11.189,5.431,0.356,97,NA
1095,,812200,NA,361.5,3.6,52.368,24.212,13.843,1.484,91,NA
1096,,812200,NA,75,1.61,4.923,0.795,0.256,0.005,90,NA
1097,,812200,NA,114.5,1.9,9.594,1.951,0.711,0.02,65,NA
1098,,812200,NA,269.5,2.98,36.614,13.546,6.826,0.5,NA,NA
1099,,812100,NA,273,3,37.255,13.918,7.052,0.525,NA,NA
1100,,250600,NA,168,2.28,17.993,4.701,1.958,0.082,10,AUSTIN
1101,,250700,NA,270,2.98,36.706,13.599,6.858,0.504,96,AUSTIN
1102,,250700,NA,220,2.64,27.417,8.705,4.031,0.23,NA,AUSTIN
1103,,250800,NA,256.5,2.89,34.218,12.193,6.017,0.414,NA,AUSTIN
1104,,230600,NA,216.5,2.62,26.765,8.398,3.864,0.216,93,HUMBOLDT PARK
1105,,241200,NA,347.5,3.51,50.146,22.506,12.649,1.287,NA,WEST TOWN
1106,,241400,NA,372,3.67,53.986,25.501,14.762,1.644,NA,WEST TOWN
1107,,242100,NA,637,5.35,81.689,55.752,40.392,9.175,NA,WEST TOWN
1108,,242200,NA,117,1.91,9.939,2.048,0.751,0.022,120,WEST TOWN
1109,,242400,NA,470.5,4.31,67.106,37.599,24.074,3.666,NA,WEST TOWN
1110,,242500,NA,584.5,5.03,77.967,50.487,35.357,7.179,110,WEST TOWN
1111,,240900,NA,465,4.27,66.471,36.937,23.532,3.528,108,WEST TOWN
1112,,240900,NA,312,3.27,44.207,18.284,9.809,0.867,NA,WEST TOWN
1113,,240900,NA,249,2.84,32.825,11.437,5.574,0.37,NA,WEST TOWN
1114,,230900,NA,317.5,3.31,45.154,18.925,10.23,0.925,NA,HUMBOLDT PARK
1115,,231200,NA,564.5,4.9,76.356,48.362,33.396,6.478,NA,HUMBOLDT PARK
1116,,231200,NA,317,3.3,45.068,18.867,10.191,0.92,NA,HUMBOLDT PARK
1117,,231200,NA,783,6.23,88.976,67.952,53.126,15.663,105,HUMBOLDT PARK
1118,,842100,NA,428.5,4.04,61.968,32.483,19.985,2.686,62,HUMBOLDT PARK
1119,,842100,NA,113.5,1.89,9.457,1.913,0.695,0.02,113,HUMBOLDT PARK
1120,,251000,NA,96,1.76,7.213,1.324,0.457,0.011,NA,AUSTIN
1121,,251100,NA,524.5,4.65,72.776,43.926,29.434,5.18,97,AUSTIN
1122,,251200,NA,486.5,4.41,68.892,39.509,25.656,4.086,105,AUSTIN
1123,,251300,NA,379.5,3.72,55.117,26.426,15.43,1.764,NA,AUSTIN
1124,,812100,NA,308,3.24,43.512,17.821,9.507,0.827,NA,NA
1125,,812400,NA,154.5,2.18,15.702,3.873,1.564,0.06,NA,NA
1126,,812400,NA,75.5,1.61,4.972,0.805,0.26,0.005,NA,NA
1127,,812302,NA,132.5,2.02,12.198,2.718,1.039,0.034,10,NA
1128,,812301,NA,167,2.27,17.82,4.637,1.927,0.08,107,NA
1129,,812301,NA,272,3,37.072,13.812,6.987,0.518,49,NA
1130,,812400,NA,179,2.35,19.921,5.443,2.323,0.104,NA,NA
1131,,812500,NA,179.5,2.36,20.01,5.478,2.34,0.105,NA,NA
1132,,812500,NA,146.5,2.12,14.392,3.425,1.356,0.049,NA,NA
1133,,251400,NA,173.5,2.31,18.951,5.065,2.136,0.092,107,AUSTIN
1134,,251400,NA,329.5,3.39,47.187,20.343,11.173,1.061,NA,AUSTIN
1135,,251500,NA,154.5,2.18,15.702,3.873,1.564,0.06,20,AUSTIN
1136,,251600,NA,298,3.17,41.756,16.677,8.772,0.731,105,AUSTIN
1137,,251700,NA,225,2.67,28.348,9.153,4.278,0.251,125,AUSTIN
1138,,231500,NA,383,3.74,55.637,26.858,15.744,1.822,45,HUMBOLDT PARK
1139,,231500,NA,291.5,3.13,40.6,15.945,8.308,0.673,47,HUMBOLDT PARK
1140,,836700,NA,421,3.99,60.979,31.558,19.269,2.53,109,HUMBOLDT PARK
1141,,836700,NA,576.5,4.98,77.336,49.645,34.575,6.895,NA,HUMBOLDT PARK
1142,,242900,NA,1650,10.78,99.166,94.894,89.375,56.352,128,WEST TOWN
1143,,243000,NA,589.5,5.06,78.352,51.008,35.844,7.36,127,WEST TOWN
1144,,243200,NA,1075.5,7.87,95.774,83.303,71.846,30.553,127,WEST TOWN
1145,,243300,NA,551.5,4.82,75.246,46.946,32.113,6.04,10,WEST TOWN
1146,,243400,NA,473,4.33,67.392,37.9,24.32,3.73,NA,WEST TOWN
1147,,190702,NA,170.5,2.29,18.427,4.865,2.038,0.087,NA,BELMONT CRAGIN
1148,,190702,NA,149.5,2.15,14.879,3.589,1.432,0.053,67,BELMONT CRAGIN
1149,,190800,NA,202,2.51,24.083,7.18,3.213,0.166,96,BELMONT CRAGIN
1150,,190900,NA,190,2.43,21.893,6.243,2.727,0.131,NA,BELMONT CRAGIN
1151,,200200,NA,228,2.7,28.908,9.426,4.43,0.264,NA,HERMOSA
1152,,220702,NA,331,3.4,47.438,20.521,11.294,1.078,NA,LOGAN SQUARE
1153,,220702,NA,278,3.04,38.166,14.457,7.382,0.563,NA,LOGAN SQUARE
1154,,220602,NA,81,1.65,5.53,0.928,0.305,0.006,NA,LOGAN SQUARE
1155,,220400,NA,192.5,2.45,22.346,6.433,2.824,0.138,NA,LOGAN SQUARE
1156,,220300,NA,202.5,2.52,24.175,7.22,3.234,0.167,NA,LOGAN SQUARE
1157,,830900,NA,327.5,3.37,46.852,20.105,11.014,1.037,NA,LOGAN SQUARE
1158,,70700,NA,156.5,2.19,16.036,3.99,1.619,0.063,NA,LINCOLN PARK
1159,,70600,NA,92.5,1.74,6.8,1.223,0.417,0.01,NA,LINCOLN PARK
1160,,70400,NA,324.5,3.35,46.346,19.749,10.776,1.003,125,LINCOLN PARK
1161,,70200,NA,139.5,2.07,13.278,3.059,1.191,0.041,75,LINCOLN PARK
1162,,70102,NA,78.5,1.64,5.273,0.871,0.284,0.006,NA,LINCOLN PARK
1163,,70103,NA,458,4.23,65.646,36.09,22.845,3.356,NA,LINCOLN PARK
1164,,221600,NA,767,6.13,88.354,66.785,51.837,14.899,121,LOGAN SQUARE
1165,,260100,NA,85.5,1.69,6.011,1.037,0.346,0.008,NA,WEST GARFIELD PARK
1166,,260300,NA,215,2.6,26.487,8.268,3.793,0.21,NA,WEST GARFIELD PARK
1167,,670500,NA,314.5,3.29,44.638,18.575,9.999,0.893,58,WEST ENGLEWOOD
1168,,670400,NA,342,3.47,49.254,21.841,12.191,1.215,104,WEST ENGLEWOOD
1169,,670200,NA,467,4.29,66.704,37.178,23.729,3.578,117,WEST ENGLEWOOD
1170,,680500,NA,416,3.96,60.308,30.941,18.796,2.429,47,ENGLEWOOD
1171,,834700,NA,1036,7.66,95.215,81.785,69.823,28.517,NA,ENGLEWOOD
1172,,834600,NA,384,3.75,55.785,26.982,15.835,1.839,NA,ENGLEWOOD
1173,,834500,NA,276.5,3.03,37.893,14.295,7.282,0.551,NA,WASHINGTON PARK
1174,,400400,NA,1283,8.97,97.738,89.317,80.39,40.857,NA,WASHINGTON PARK
1175,,834500,NA,476.5,4.35,67.787,38.319,24.666,3.821,NA,WASHINGTON PARK
1176,,834800,NA,417,3.96,60.443,31.064,18.89,2.449,NA,ENGLEWOOD
1177,,670800,NA,966.5,7.27,94.022,78.748,65.903,24.919,115,WEST ENGLEWOOD
1178,,670700,NA,277.5,3.03,38.075,14.403,7.349,0.559,110,WEST ENGLEWOOD
1179,,835000,NA,177,2.34,19.567,5.304,2.254,0.1,98,CHICAGO LAWN
1180,,660302,NA,502.5,4.51,70.588,41.391,27.245,4.53,69,CHICAGO LAWN
1181,,660400,NA,180,2.36,20.099,5.513,2.358,0.106,92,CHICAGO LAWN
1182,,650100,NA,150,2.15,14.961,3.617,1.445,0.053,65,WEST LAWN
1183,,650100,NA,161,2.23,16.794,4.26,1.747,0.07,89,WEST LAWN
1184,,650200,NA,95,1.75,7.094,1.295,0.445,0.011,NA,WEST LAWN
1185,,650200,NA,90,1.72,6.512,1.154,0.391,0.009,NA,WEST LAWN
1186,,650301,NA,169.5,2.29,18.253,4.799,2.006,0.085,65,WEST LAWN
1187,,650302,NA,121.5,1.95,10.575,2.23,0.828,0.025,99,WEST LAWN
1188,,260800,NA,251,2.85,33.197,11.636,5.691,0.381,NA,WEST GARFIELD PARK
1189,,260800,NA,181.5,2.37,20.366,5.62,2.411,0.11,NA,WEST GARFIELD PARK
1190,,260700,NA,219.5,2.64,27.323,8.661,4.007,0.228,115,WEST GARFIELD PARK
1191,,252202,NA,126,1.98,11.228,2.423,0.911,0.028,NA,AUSTIN
1192,,252201,NA,202.5,2.52,24.175,7.22,3.234,0.167,95,AUSTIN
1193,,252201,NA,306,3.23,43.163,17.59,9.358,0.807,66,AUSTIN
1194,,252101,NA,83,1.67,5.741,0.975,0.323,0.007,NA,AUSTIN
1195,,252101,NA,173.5,2.31,18.951,5.065,2.136,0.092,NA,AUSTIN
1196,,252101,NA,315,3.29,44.725,18.633,10.038,0.898,NA,AUSTIN
1197,,252000,NA,856,6.65,91.392,72.788,58.648,19.26,NA,AUSTIN
1198,,252000,NA,340.5,3.46,49.009,21.66,12.067,1.196,NA,AUSTIN
1199,,251900,NA,562,4.89,76.146,48.091,33.15,6.393,115,AUSTIN
1200,,251800,NA,538.5,4.74,74.085,45.506,30.825,5.618,NA,AUSTIN
1201,,251800,NA,421.5,3.99,61.046,31.62,19.317,2.54,NA,AUSTIN
1202,,260400,NA,789,6.26,89.199,68.379,53.602,15.952,NA,WEST GARFIELD PARK
1203,,282700,NA,334,3.42,47.937,20.88,11.536,1.115,21,NEAR WEST SIDE
1204,,271800,NA,302.5,3.2,42.549,17.189,9.1,0.773,NA,EAST GARFIELD PARK
1205,,812600,NA,184,2.39,20.813,5.8,2.501,0.116,114,NA
1206,,812600,NA,228,2.7,28.908,9.426,4.43,0.264,94,NA
1207,,812700,NA,202.5,2.52,24.175,7.22,3.234,0.167,105,NA
1208,,812802,NA,612.5,5.2,80.039,53.353,38.065,8.217,114,NA
1209,,812900,NA,151.5,2.16,15.207,3.701,1.484,0.055,105,NA
1210,,812900,NA,102,1.81,7.95,1.51,0.531,0.014,102,NA
1211,,813000,NA,214,2.6,26.301,8.181,3.747,0.207,110,NA
1212,,813000,NA,151,2.16,15.124,3.673,1.471,0.055,114,NA
1213,,813100,NA,626.5,5.29,81,54.736,39.4,8.759,NA,NA
1214,,831400,NA,368,3.64,53.375,25.01,14.409,1.582,NA,AUSTIN
